CSD Number,Province Code,Indicator,Indicator Sort,Children Count,Percent,Value Status
2469060,24,Below LIM,1,0,0.0,Reportable
2469060,24,Indigenous Identity,2,0,0.0,Reportable
2469060,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2469060,24,Immigrant Parent(s),4,0,0.0,Reportable
2469060,24,Lone Parent,5,0,0.0,Reportable
2469065,24,Below LIM,1,0,0.0,Reportable
2469065,24,Indigenous Identity,2,0,0.0,Reportable
2469065,24,Parent(s) Less Than High School,3,45,39.130434782608695,Reportable
2469065,24,Immigrant Parent(s),4,0,0.0,Reportable
2469065,24,Lone Parent,5,30,26.08695652173913,Reportable
2469070,24,Below LIM,1,0,0.0,Reportable
2469070,24,Indigenous Identity,2,0,0.0,Reportable
2469070,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2469070,24,Immigrant Parent(s),4,0,0.0,Reportable
2469070,24,Lone Parent,5,0,0.0,Reportable
2469075,24,Below LIM,1,0,0.0,Reportable
2469075,24,Indigenous Identity,2,0,0.0,Reportable
2469075,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2469075,24,Immigrant Parent(s),4,15,75.0,Reportable
2469075,24,Lone Parent,5,0,0.0,Reportable
2469802,24,Below LIM,1,,,Missing
2469802,24,Indigenous Identity,2,,,Missing
2469802,24,Parent(s) Less Than High School,3,,,Suppressed
2469802,24,Immigrant Parent(s),4,,,Suppressed
2469802,24,Lone Parent,5,,,Missing
2470005,24,Below LIM,1,0,0.0,Reportable
2470005,24,Indigenous Identity,2,0,0.0,Reportable
2470005,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2470005,24,Immigrant Parent(s),4,0,0.0,Reportable
2470005,24,Lone Parent,5,0,0.0,Reportable
2470012,24,Below LIM,1,0,0.0,Reportable
2470012,24,Indigenous Identity,2,0,0.0,Reportable
2470012,24,Parent(s) Less Than High School,3,25,5.813953488372093,Reportable
2470012,24,Immigrant Parent(s),4,10,2.3255813953488373,Reportable
2470012,24,Lone Parent,5,80,18.6046511627907,Reportable
2470022,24,Below LIM,1,60,7.0,Reportable
2470022,24,Indigenous Identity,2,25,2.9,Reportable
2470022,24,Parent(s) Less Than High School,3,35,4.069767441860465,Reportable
2470022,24,Immigrant Parent(s),4,75,8.720930232558139,Reportable
2470022,24,Lone Parent,5,130,15.11627906976744,Reportable
2470030,24,Below LIM,1,0,0.0,Reportable
2470030,24,Indigenous Identity,2,0,0.0,Reportable
2470030,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2470030,24,Immigrant Parent(s),4,0,0.0,Reportable
2470030,24,Lone Parent,5,0,0.0,Reportable
2470035,24,Below LIM,1,30,14.6,Reportable
2470035,24,Indigenous Identity,2,10,4.9,Reportable
2470035,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2470035,24,Immigrant Parent(s),4,0,0.0,Reportable
2470035,24,Lone Parent,5,35,17.073170731707318,Reportable
2470040,24,Below LIM,1,0,0.0,Reportable
2470040,24,Indigenous Identity,2,0,0.0,Reportable
2470040,24,Parent(s) Less Than High School,3,15,13.636363636363635,Reportable
2470040,24,Immigrant Parent(s),4,15,13.636363636363635,Reportable
2470040,24,Lone Parent,5,0,0.0,Reportable
2470052,24,Below LIM,1,320,13.1,Reportable
2470052,24,Indigenous Identity,2,20,0.8,Reportable
2470052,24,Parent(s) Less Than High School,3,250,10.266940451745379,Reportable
2470052,24,Immigrant Parent(s),4,220,9.034907597535934,Reportable
2470052,24,Lone Parent,5,450,18.480492813141684,Reportable
2471005,24,Below LIM,1,0,0.0,Reportable
2471005,24,Indigenous Identity,2,0,0.0,Reportable
2471005,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2471005,24,Immigrant Parent(s),4,15,6.521739130434782,Reportable
2471005,24,Lone Parent,5,15,6.521739130434782,Reportable
2471015,24,Below LIM,1,0,0.0,Reportable
2471015,24,Indigenous Identity,2,0,0.0,Reportable
2471015,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2471015,24,Immigrant Parent(s),4,0,0.0,Reportable
2471015,24,Lone Parent,5,0,0.0,Reportable
2471020,24,Below LIM,1,0,0.0,Reportable
2471020,24,Indigenous Identity,2,10,5.0,Reportable
2471020,24,Parent(s) Less Than High School,3,10,5.0,Reportable
2471020,24,Immigrant Parent(s),4,0,0.0,Reportable
2471020,24,Lone Parent,5,10,5.0,Reportable
2471025,24,Below LIM,1,0,0.0,Reportable
2471025,24,Indigenous Identity,2,20,2.9,Reportable
2471025,24,Parent(s) Less Than High School,3,15,2.1739130434782608,Reportable
2471025,24,Immigrant Parent(s),4,65,9.420289855072465,Reportable
2471025,24,Lone Parent,5,55,7.971014492753622,Reportable
2471033,24,Below LIM,1,40,9.4,Reportable
2471033,24,Indigenous Identity,2,0,0.0,Reportable
2471033,24,Parent(s) Less Than High School,3,10,2.3529411764705883,Reportable
2471033,24,Immigrant Parent(s),4,25,5.88235294117647,Reportable
2471033,24,Lone Parent,5,65,15.294117647058824,Reportable
2471040,24,Below LIM,1,0,0.0,Reportable
2471040,24,Indigenous Identity,2,10,2.1,Reportable
2471040,24,Parent(s) Less Than High School,3,20,4.2105263157894735,Reportable
2471040,24,Immigrant Parent(s),4,40,8.421052631578947,Reportable
2471040,24,Lone Parent,5,25,5.263157894736842,Reportable
2471045,24,Below LIM,1,0,0.0,Reportable
2471045,24,Indigenous Identity,2,0,0.0,Reportable
2471045,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2471045,24,Immigrant Parent(s),4,0,0.0,Reportable
2471045,24,Lone Parent,5,0,0.0,Reportable
2471050,24,Below LIM,1,0,0.0,Reportable
2471050,24,Indigenous Identity,2,0,0.0,Reportable
2471050,24,Parent(s) Less Than High School,3,10,1.9801980198019802,Reportable
2471050,24,Immigrant Parent(s),4,75,14.85148514851485,Reportable
2471050,24,Lone Parent,5,15,2.9702970297029703,Reportable
2471055,24,Below LIM,1,0,0.0,Reportable
2471055,24,Indigenous Identity,2,0,0.0,Reportable
2471055,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2471055,24,Immigrant Parent(s),4,40,22.857142857142858,Reportable
2471055,24,Lone Parent,5,20,11.428571428571429,Reportable
2471060,24,Below LIM,1,70,11.1,Reportable
2471060,24,Indigenous Identity,2,0,0.0,Reportable
2471060,24,Parent(s) Less Than High School,3,35,5.6000000000000005,Reportable
2471060,24,Immigrant Parent(s),4,210,33.6,Reportable
2471060,24,Lone Parent,5,85,13.600000000000001,Reportable
2471065,24,Below LIM,1,0,0.0,Reportable
2471065,24,Indigenous Identity,2,0,0.0,Reportable
2471065,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2471065,24,Immigrant Parent(s),4,195,30.46875,Reportable
2471065,24,Lone Parent,5,25,3.90625,Reportable
2471070,24,Below LIM,1,40,4.5,Reportable
2471070,24,Indigenous Identity,2,0,0.0,Reportable
2471070,24,Parent(s) Less Than High School,3,15,1.6853932584269662,Reportable
2471070,24,Immigrant Parent(s),4,280,31.46067415730337,Reportable
2471070,24,Lone Parent,5,60,6.741573033707865,Reportable
2471075,24,Below LIM,1,0,0.0,Reportable
2471075,24,Indigenous Identity,2,0,0.0,Reportable
2471075,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2471075,24,Immigrant Parent(s),4,35,25.925925925925924,Reportable
2471075,24,Lone Parent,5,25,18.51851851851852,Reportable
2471083,24,Below LIM,1,130,4.5,Reportable
2471083,24,Indigenous Identity,2,30,1.1,Reportable
2471083,24,Parent(s) Less Than High School,3,65,2.264808362369338,Reportable
2471083,24,Immigrant Parent(s),4,1430,49.825783972125436,Reportable
2471083,24,Lone Parent,5,230,8.013937282229964,Reportable
2471090,24,Below LIM,1,0,0.0,Reportable
2471090,24,Indigenous Identity,2,0,0.0,Reportable
2471090,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2471090,24,Immigrant Parent(s),4,15,18.75,Reportable
2471090,24,Lone Parent,5,0,0.0,Reportable
2471095,24,Below LIM,1,,,Suppressed
2471095,24,Indigenous Identity,2,0,0.0,Reportable
2471095,24,Parent(s) Less Than High School,3,0,,Reportable
2471095,24,Immigrant Parent(s),4,0,,Reportable
2471095,24,Lone Parent,5,0,,Reportable
2471100,24,Below LIM,1,25,10.6,Reportable
2471100,24,Indigenous Identity,2,0,0.0,Reportable
2471100,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2471100,24,Immigrant Parent(s),4,45,19.148936170212767,Reportable
2471100,24,Lone Parent,5,0,0.0,Reportable
2471105,24,Below LIM,1,65,4.6,Reportable
2471105,24,Indigenous Identity,2,15,1.1,Reportable
2471105,24,Parent(s) Less Than High School,3,10,0.7042253521126761,Reportable
2471105,24,Immigrant Parent(s),4,385,27.11267605633803,Reportable
2471105,24,Lone Parent,5,90,6.338028169014084,Reportable
2471110,24,Below LIM,1,0,0.0,Reportable
2471110,24,Indigenous Identity,2,0,0.0,Reportable
2471110,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2471110,24,Immigrant Parent(s),4,0,0.0,Reportable
2471110,24,Lone Parent,5,0,0.0,Reportable
2471115,24,Below LIM,1,0,0.0,Reportable
2471115,24,Indigenous Identity,2,0,0.0,Reportable
2471115,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2471115,24,Immigrant Parent(s),4,0,0.0,Reportable
2471115,24,Lone Parent,5,0,0.0,Reportable
2471125,24,Below LIM,1,0,0.0,Reportable
2471125,24,Indigenous Identity,2,0,0.0,Reportable
2471125,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2471125,24,Immigrant Parent(s),4,0,0.0,Reportable
2471125,24,Lone Parent,5,0,0.0,Reportable
2471133,24,Below LIM,1,40,9.8,Reportable
2471133,24,Indigenous Identity,2,0,0.0,Reportable
2471133,24,Parent(s) Less Than High School,3,50,12.195121951219512,Reportable
2471133,24,Immigrant Parent(s),4,45,10.975609756097562,Reportable
2471133,24,Lone Parent,5,40,9.75609756097561,Reportable
2471140,24,Below LIM,1,0,0.0,Reportable
2471140,24,Indigenous Identity,2,0,0.0,Reportable
2471140,24,Parent(s) Less Than High School,3,0,,Reportable
2471140,24,Immigrant Parent(s),4,0,,Reportable
2471140,24,Lone Parent,5,0,,Reportable
2472005,24,Below LIM,1,195,7.3,Reportable
2472005,24,Indigenous Identity,2,65,2.4,Reportable
2472005,24,Parent(s) Less Than High School,3,175,6.578947368421052,Reportable
2472005,24,Immigrant Parent(s),4,775,29.135338345864664,Reportable
2472005,24,Lone Parent,5,460,17.293233082706767,Reportable
2472010,24,Below LIM,1,85,7.3,Reportable
2472010,24,Indigenous Identity,2,35,3.0,Reportable
2472010,24,Parent(s) Less Than High School,3,35,3.004291845493562,Reportable
2472010,24,Immigrant Parent(s),4,345,29.613733905579398,Reportable
2472010,24,Lone Parent,5,160,13.733905579399142,Reportable
2472015,24,Below LIM,1,15,1.0,Reportable
2472015,24,Indigenous Identity,2,20,1.3,Reportable
2472015,24,Parent(s) Less Than High School,3,60,3.896103896103896,Reportable
2472015,24,Immigrant Parent(s),4,490,31.818181818181817,Reportable
2472015,24,Lone Parent,5,125,8.116883116883116,Reportable
2472020,24,Below LIM,1,0,0.0,Reportable
2472020,24,Indigenous Identity,2,20,4.4,Reportable
2472020,24,Parent(s) Less Than High School,3,40,8.98876404494382,Reportable
2472020,24,Immigrant Parent(s),4,50,11.235955056179774,Reportable
2472020,24,Lone Parent,5,35,7.865168539325842,Reportable
2472025,24,Below LIM,1,30,6.9,Reportable
2472025,24,Indigenous Identity,2,0,0.0,Reportable
2472025,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2472025,24,Immigrant Parent(s),4,30,6.896551724137931,Reportable
2472025,24,Lone Parent,5,30,6.896551724137931,Reportable
2472032,24,Below LIM,1,0,0.0,Reportable
2472032,24,Indigenous Identity,2,15,5.9,Reportable
2472032,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2472032,24,Immigrant Parent(s),4,0,0.0,Reportable
2472032,24,Lone Parent,5,35,13.725490196078432,Reportable
2472043,24,Below LIM,1,0,0.0,Reportable
2472043,24,Indigenous Identity,2,0,0.0,Reportable
2472043,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2472043,24,Immigrant Parent(s),4,0,0.0,Reportable
2472043,24,Lone Parent,5,30,26.08695652173913,Reportable
2472802,24,Below LIM,1,,,Missing
2472802,24,Indigenous Identity,2,,,Missing
2472802,24,Parent(s) Less Than High School,3,,,Suppressed
2472802,24,Immigrant Parent(s),4,,,Suppressed
2472802,24,Lone Parent,5,,,Missing
2473005,24,Below LIM,1,140,6.5,Reportable
2473005,24,Indigenous Identity,2,15,0.7,Reportable
2473005,24,Parent(s) Less Than High School,3,365,16.97674418604651,Reportable
2473005,24,Immigrant Parent(s),4,915,42.55813953488372,Reportable
2473005,24,Lone Parent,5,220,10.232558139534884,Reportable
2473010,24,Below LIM,1,130,9.8,Reportable
2473010,24,Indigenous Identity,2,50,3.8,Reportable
2473010,24,Parent(s) Less Than High School,3,100,7.547169811320755,Reportable
2473010,24,Immigrant Parent(s),4,260,19.622641509433965,Reportable
2473010,24,Lone Parent,5,255,19.245283018867926,Reportable
2473015,24,Below LIM,1,185,5.3,Reportable
2473015,24,Indigenous Identity,2,40,1.1,Reportable
2473015,24,Parent(s) Less Than High School,3,110,3.1473533619456364,Reportable
2473015,24,Immigrant Parent(s),4,1035,29.613733905579398,Reportable
2473015,24,Lone Parent,5,350,10.014306151645208,Reportable
2473020,24,Below LIM,1,25,3.7,Reportable
2473020,24,Indigenous Identity,2,10,1.5,Reportable
2473020,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2473020,24,Immigrant Parent(s),4,165,24.264705882352942,Reportable
2473020,24,Lone Parent,5,40,5.88235294117647,Reportable
2473025,24,Below LIM,1,0,0.0,Reportable
2473025,24,Indigenous Identity,2,0,0.0,Reportable
2473025,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2473025,24,Immigrant Parent(s),4,170,26.984126984126984,Reportable
2473025,24,Lone Parent,5,15,2.380952380952381,Reportable
2473030,24,Below LIM,1,70,10.8,Reportable
2473030,24,Indigenous Identity,2,20,3.1,Reportable
2473030,24,Parent(s) Less Than High School,3,30,4.615384615384616,Reportable
2473030,24,Immigrant Parent(s),4,225,34.61538461538461,Reportable
2473030,24,Lone Parent,5,120,18.461538461538463,Reportable
2473035,24,Below LIM,1,60,5.4,Reportable
2473035,24,Indigenous Identity,2,20,1.8,Reportable
2473035,24,Parent(s) Less Than High School,3,60,5.454545454545454,Reportable
2473035,24,Immigrant Parent(s),4,95,8.636363636363637,Reportable
2473035,24,Lone Parent,5,190,17.272727272727273,Reportable
2474005,24,Below LIM,1,265,5.6,Reportable
2474005,24,Indigenous Identity,2,100,2.1,Reportable
2474005,24,Parent(s) Less Than High School,3,165,3.4957627118644066,Reportable
2474005,24,Immigrant Parent(s),4,675,14.30084745762712,Reportable
2474005,24,Lone Parent,5,655,13.877118644067796,Reportable
2475005,24,Below LIM,1,75,4.7,Reportable
2475005,24,Indigenous Identity,2,15,0.9,Reportable
2475005,24,Parent(s) Less Than High School,3,45,2.7950310559006213,Reportable
2475005,24,Immigrant Parent(s),4,125,7.763975155279502,Reportable
2475005,24,Lone Parent,5,105,6.521739130434782,Reportable
2475017,24,Below LIM,1,530,11.4,Reportable
2475017,24,Indigenous Identity,2,45,1.0,Reportable
2475017,24,Parent(s) Less Than High School,3,490,10.560344827586206,Reportable
2475017,24,Immigrant Parent(s),4,750,16.163793103448278,Reportable
2475017,24,Lone Parent,5,845,18.211206896551722,Reportable
2475028,24,Below LIM,1,90,5.4,Reportable
2475028,24,Indigenous Identity,2,20,1.2,Reportable
2475028,24,Parent(s) Less Than High School,3,140,8.408408408408409,Reportable
2475028,24,Immigrant Parent(s),4,60,3.6036036036036037,Reportable
2475028,24,Lone Parent,5,205,12.312312312312311,Reportable
2475040,24,Below LIM,1,40,5.0,Reportable
2475040,24,Indigenous Identity,2,20,2.5,Reportable
2475040,24,Parent(s) Less Than High School,3,10,1.257861635220126,Reportable
2475040,24,Immigrant Parent(s),4,15,1.8867924528301887,Reportable
2475040,24,Lone Parent,5,75,9.433962264150944,Reportable
2475045,24,Below LIM,1,70,9.7,Reportable
2475045,24,Indigenous Identity,2,30,4.1,Reportable
2475045,24,Parent(s) Less Than High School,3,25,3.4722222222222223,Reportable
2475045,24,Immigrant Parent(s),4,35,4.861111111111112,Reportable
2475045,24,Lone Parent,5,125,17.36111111111111,Reportable
2476008,24,Below LIM,1,0,0.0,Reportable
2476008,24,Indigenous Identity,2,0,0.0,Reportable
2476008,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2476008,24,Immigrant Parent(s),4,0,0.0,Reportable
2476008,24,Lone Parent,5,25,17.24137931034483,Reportable
2476020,24,Below LIM,1,135,18.4,Reportable
2476020,24,Indigenous Identity,2,15,2.0,Reportable
2476020,24,Parent(s) Less Than High School,3,110,14.965986394557824,Reportable
2476020,24,Immigrant Parent(s),4,35,4.761904761904762,Reportable
2476020,24,Lone Parent,5,170,23.12925170068027,Reportable
2476025,24,Below LIM,1,0,0.0,Reportable
2476025,24,Indigenous Identity,2,0,0.0,Reportable
2476025,24,Parent(s) Less Than High School,3,25,18.51851851851852,Reportable
2476025,24,Immigrant Parent(s),4,10,7.4074074074074066,Reportable
2476025,24,Lone Parent,5,35,25.925925925925924,Reportable
2476030,24,Below LIM,1,0,0.0,Reportable
2476030,24,Indigenous Identity,2,0,0.0,Reportable
2476030,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2476030,24,Immigrant Parent(s),4,0,0.0,Reportable
2476030,24,Lone Parent,5,10,5.714285714285714,Reportable
2476035,24,Below LIM,1,0,0.0,Reportable
2476035,24,Indigenous Identity,2,0,0.0,Reportable
2476035,24,Parent(s) Less Than High School,3,0,,Reportable
2476035,24,Immigrant Parent(s),4,0,,Reportable
2476035,24,Lone Parent,5,10,,Reportable
2476043,24,Below LIM,1,25,6.6,Reportable
2476043,24,Indigenous Identity,2,15,4.0,Reportable
2476043,24,Parent(s) Less Than High School,3,15,3.896103896103896,Reportable
2476043,24,Immigrant Parent(s),4,30,7.792207792207792,Reportable
2476043,24,Lone Parent,5,45,11.688311688311687,Reportable
2476052,24,Below LIM,1,15,15.8,Reportable
2476052,24,Indigenous Identity,2,0,0.0,Reportable
2476052,24,Parent(s) Less Than High School,3,10,10.0,Reportable
2476052,24,Immigrant Parent(s),4,10,10.0,Reportable
2476052,24,Lone Parent,5,20,20.0,Reportable
2476055,24,Below LIM,1,25,22.7,Reportable
2476055,24,Indigenous Identity,2,0,0.0,Reportable
2476055,24,Parent(s) Less Than High School,3,25,22.727272727272727,Reportable
2476055,24,Immigrant Parent(s),4,10,9.090909090909092,Reportable
2476055,24,Lone Parent,5,35,31.818181818181817,Reportable
2476065,24,Below LIM,1,0,0.0,Reportable
2476065,24,Indigenous Identity,2,0,0.0,Reportable
2476065,24,Parent(s) Less Than High School,3,0,,Reportable
2476065,24,Immigrant Parent(s),4,0,,Reportable
2476065,24,Lone Parent,5,0,,Reportable
2477011,24,Below LIM,1,,,Suppressed
2477011,24,Indigenous Identity,2,0,0.0,Reportable
2477011,24,Parent(s) Less Than High School,3,0,,Reportable
2477011,24,Immigrant Parent(s),4,0,,Reportable
2477011,24,Lone Parent,5,0,,Reportable
2477012,24,Below LIM,1,0,0.0,Reportable
2477012,24,Indigenous Identity,2,0,0.0,Reportable
2477012,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2477012,24,Immigrant Parent(s),4,15,8.333333333333332,Reportable
2477012,24,Lone Parent,5,15,8.333333333333332,Reportable
2477022,24,Below LIM,1,45,7.6,Reportable
2477022,24,Indigenous Identity,2,10,1.7,Reportable
2477022,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2477022,24,Immigrant Parent(s),4,125,21.1864406779661,Reportable
2477022,24,Lone Parent,5,30,5.084745762711865,Reportable
2477030,24,Below LIM,1,0,0.0,Reportable
2477030,24,Indigenous Identity,2,0,0.0,Reportable
2477030,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2477030,24,Immigrant Parent(s),4,0,0.0,Reportable
2477030,24,Lone Parent,5,10,16.666666666666664,Reportable
2477035,24,Below LIM,1,0,0.0,Reportable
2477035,24,Indigenous Identity,2,15,7.1,Reportable
2477035,24,Parent(s) Less Than High School,3,0,0.0,Reportable
2477035,24,Immigrant Parent(s),4,45,20.930232558139537,Reportable
2477035,24,Lone Parent,5,15,6.976744186046512,Reportable
2477043,24,Below LIM,1,50,12.4,Reportable
2477043,24,Indigenous Identity,2,0,0.0,Reportable
2477043,24,Parent(s) Less Than High School,3,10,2.4691358024691357,Reportable
2477043,24,Immigrant Parent(s),4,45,11.11111111111111,Reportable
2477043,24,Lone Parent,5,50,12.345679012345679,Reportable
2477050,24,Below LIM,1,25,10.4,Reportable
2477050,24,Indigenous Identity,2,0,0.0,Reportable
2477050,24,Parent(s) Less Than High School,3,0,0.0,Reportable
