CSD Number,CSD Name,Province Code,Province Name,MIZ Identifier,MIZ Label,MIZ Analysis Label,Geography Type,Population in Census Families,Children Aged 0 to 5,Child Population Band,Child Population Band Sort,Public Denominator Flag,Population Status,Children Status,MIZ Status,Province Status
1003006,"Division No.  3, Subd. B",10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
1003008,Harbour Breton,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,1260,50,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1003009,"Division No.  3, Subd. C",10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,125,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1003010,Seal Cove (Fortune Bay),10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,115,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1003011,Hermitage-Sandyville,10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,365,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1003012,Gaultois,10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,45,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1003014,"Division No.  3, Subd. D",10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,110,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1003018,Milltown-Head of Bay d'Espoir,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,590,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1003019,St. Alban's,10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,1010,35,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1003020,Morrisville,10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,55,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1003021,"Division No.  3, Subd. E",10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,35,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1003024,"Division No.  3, Subd. F",10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,85,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1003026,Ramea,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,290,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1003028,Burgeo,10,Newfoundland and Labrador,6,Weak MIZ,Weak MIZ,MIZ,945,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1003031,"Division No.  3, Subd. H",10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,570,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1003032,Isle aux Morts,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,415,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1003033,Burnt Islands,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,515,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1003034,Channel-Port aux Basques,10,Newfoundland and Labrador,6,Weak MIZ,Weak MIZ,MIZ,2900,125,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1003038,"Division No.  3, Subd. I",10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,45,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1003042,"Division No.  3, Subd. J",10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
1003045,Rose Blanche-Harbour le Cou,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,315,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1003801,Samiajij Miawpukek,10,Newfoundland and Labrador,6,Weak MIZ,Weak MIZ,MIZ,855,70,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1004001,"Division No.  4, Subd. A",10,Newfoundland and Labrador,6,Weak MIZ,Weak MIZ,MIZ,1185,50,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1004006,"Division No.  4, Subd. B",10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,940,25,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1004011,"Division No.  4, Subd. C",10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,410,20,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1004013,St. George's,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,945,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1004016,"Division No.  4, Subd. D",10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,985,60,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1004017,Gallants,10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,30,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1004018,Stephenville Crossing,10,Newfoundland and Labrador,6,Weak MIZ,Weak MIZ,MIZ,1125,50,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1004019,Stephenville,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,4650,255,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1004020,Kippens,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,1550,50,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1004021,Port au Port East,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,325,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1004022,"Division No.  4, Subd. E",10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,1155,65,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1004033,Cape St. George,10,Newfoundland and Labrador,6,Weak MIZ,Weak MIZ,MIZ,650,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1004037,Lourdes,10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,410,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1004042,Port au Port West-Aguathuna-Felix Cove,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,260,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1005001,"Division No.  5, Subd. A",10,Newfoundland and Labrador,4,Strong MIZ,Strong MIZ,MIZ,225,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1005003,"Division No.  5, Subd. G",10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,420,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1005004,Deer Lake,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,3980,240,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1005005,Jackson's Arm,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,280,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1005006,Howley,10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,135,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1005007,"Division No.  5, Subd. E",10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,150,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1005008,Hampden,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,400,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1005009,Reidville,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,535,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1005010,"Division No.  5, Subd. F",10,Newfoundland and Labrador,3,Inside non-tracted CA,Inside non-tracted CA,CA,655,50,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1005011,Steady Brook,10,Newfoundland and Labrador,3,Inside non-tracted CA,Inside non-tracted CA,CA,350,15,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1005012,Pasadena,10,Newfoundland and Labrador,3,Inside non-tracted CA,Inside non-tracted CA,CA,3085,155,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1005014,Cormack,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,450,50,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1005015,Gillams,10,Newfoundland and Labrador,4,Strong MIZ,Strong MIZ,MIZ,450,20,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1005016,"Division No.  5, Subd. C",10,Newfoundland and Labrador,4,Strong MIZ,Strong MIZ,MIZ,195,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1005017,Massey Drive,10,Newfoundland and Labrador,3,Inside non-tracted CA,Inside non-tracted CA,CA,1440,100,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1005018,Corner Brook,10,Newfoundland and Labrador,3,Inside non-tracted CA,Inside non-tracted CA,CA,14380,785,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1005019,"Division No.  5, Subd. D",10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
1005020,Humber Arm South,10,Newfoundland and Labrador,3,Inside non-tracted CA,Inside non-tracted CA,CA,1255,75,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1005022,McIvers,10,Newfoundland and Labrador,4,Strong MIZ,Strong MIZ,MIZ,485,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1005023,Cox's Cove,10,Newfoundland and Labrador,4,Strong MIZ,Strong MIZ,MIZ,505,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1005024,Lark Harbour,10,Newfoundland and Labrador,4,Strong MIZ,Strong MIZ,MIZ,325,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1005025,Meadows,10,Newfoundland and Labrador,3,Inside non-tracted CA,Inside non-tracted CA,CA,415,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1005028,Hughes Brook,10,Newfoundland and Labrador,3,Inside non-tracted CA,Inside non-tracted CA,CA,240,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1005030,Irishtown-Summerside,10,Newfoundland and Labrador,3,Inside non-tracted CA,Inside non-tracted CA,CA,940,70,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1005033,Mount Moriah,10,Newfoundland and Labrador,3,Inside non-tracted CA,Inside non-tracted CA,CA,630,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1005035,York Harbour,10,Newfoundland and Labrador,4,Strong MIZ,Strong MIZ,MIZ,360,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1006001,"Division No.  6, Subd. D",10,Newfoundland and Labrador,4,Strong MIZ,Strong MIZ,MIZ,540,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1006003,Norris Arm,10,Newfoundland and Labrador,4,Strong MIZ,Strong MIZ,MIZ,585,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1006008,"Division No.  6, Subd. E",10,Newfoundland and Labrador,3,Inside non-tracted CA,Inside non-tracted CA,CA,105,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1006009,Gander,10,Newfoundland and Labrador,3,Inside non-tracted CA,Inside non-tracted CA,CA,9685,620,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1006011,Appleton,10,Newfoundland and Labrador,3,Inside non-tracted CA,Inside non-tracted CA,CA,560,40,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1006012,Glenwood,10,Newfoundland and Labrador,3,Inside non-tracted CA,Inside non-tracted CA,CA,625,50,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1006014,"Division No.  6, Subd. C",10,Newfoundland and Labrador,4,Strong MIZ,Strong MIZ,MIZ,270,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1006015,Northern Arm,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,390,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1006017,Grand Falls-Windsor,10,Newfoundland and Labrador,3,Inside non-tracted CA,Inside non-tracted CA,CA,11200,670,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1006019,Bishop's Falls,10,Newfoundland and Labrador,4,Strong MIZ,Strong MIZ,MIZ,2495,110,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1006021,Peterview,10,Newfoundland and Labrador,4,Strong MIZ,Strong MIZ,MIZ,650,65,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1006022,Botwood,10,Newfoundland and Labrador,4,Strong MIZ,Strong MIZ,MIZ,2160,105,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1006026,Badger,10,Newfoundland and Labrador,4,Strong MIZ,Strong MIZ,MIZ,600,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1006028,Millertown,10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,100,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1006029,"Division No.  6, Subd. A",10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,55,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1006031,Buchans,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,430,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1007001,"Division No.  7, Subd. M",10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,1600,50,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1007006,"Division No.  7, Subd. L",10,Newfoundland and Labrador,6,Weak MIZ,Weak MIZ,MIZ,1000,50,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1007009,"Division No.  7, Subd. K",10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,990,25,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1007013,Clarenville,10,Newfoundland and Labrador,6,Weak MIZ,Weak MIZ,MIZ,5385,340,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1007014,"Division No.  7, Subd. J",10,Newfoundland and Labrador,6,Weak MIZ,Weak MIZ,MIZ,425,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1007015,Trinity (Trinity Bay),10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,75,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1007016,Port Rexton,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,365,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1007018,"Division No.  7, Subd. I",10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,75,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1007020,Elliston,10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,315,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1007022,Trinity Bay North,10,Newfoundland and Labrador,6,Weak MIZ,Weak MIZ,MIZ,1300,75,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1007023,Bonavista,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,2545,100,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1007024,"Division No.  7, Subd. G",10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,170,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1007025,Keels,10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
1007026,Duntara,10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
1007027,King's Cove,10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,40,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1007028,"Division No.  7, Subd. F",10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,690,25,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1007031,"Division No.  7, Subd. E",10,Newfoundland and Labrador,6,Weak MIZ,Weak MIZ,MIZ,2205,80,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1007032,Musgravetown,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,450,15,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1007036,Port Blandford,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,400,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1007037,Traytown,10,Newfoundland and Labrador,4,Strong MIZ,Strong MIZ,MIZ,325,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1007038,"Division No.  7, Subd. D",10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,175,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1007039,Sandy Cove,10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,80,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1007040,Terra Nova,10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,80,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1007041,Happy Adventure,10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,100,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1007042,Eastport,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,355,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1007043,Sandringham,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,160,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1007044,Glovertown,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,1665,90,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1007045,"Division No.  7, Subd. N",10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,35,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1007046,Salvage,10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,130,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1007047,Gambo,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,1530,90,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1007048,St. Brendan's,10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,85,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1007049,Hare Bay,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,825,25,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1007050,Centreville-Wareham-Trinity,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,940,25,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1007051,"Division No.  7, Subd. B",10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
1007054,Greenspond,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,240,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1007056,"Division No.  7, Subd. A",10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,90,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1007057,Dover,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,560,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1007060,New-Wes-Valley,10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,1690,55,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1007067,Indian Bay,10,Newfoundland and Labrador,7,No MIZ,No MIZ,MIZ,155,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1008001,"Division No.  8, Subd. M",10,Newfoundland and Labrador,5,Moderate MIZ,Moderate MIZ,MIZ,125,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
