Record Type,Province Code,Province Name,Is Canada,Population in Census Families,Children Aged 0 to 5,Population Status,Children Status,CSD Number,CSD Name,MIZ Identifier,MIZ Label,MIZ Analysis Label,Geography Type,Child Population Band,Child Population Band Sort,Public Denominator Flag,MIZ Status,Province Status,Indicator,Indicator Short Name,Indicator Description,Indicator Sort,Children Count,Percent,Value Status,Note Number,Note
CSD Indicators,47,,,,,,,4711060,,,,,,,,,,,Lone Parent,,,5,0,,Reportable,,
CSD Indicators,47,,,,,,,4711061,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711061,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711061,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711061,,,,,,,,,,,Immigrant Parent(s),,,4,10,4.166666666666666,Reportable,,
CSD Indicators,47,,,,,,,4711061,,,,,,,,,,,Lone Parent,,,5,10,4.166666666666666,Reportable,,
CSD Indicators,47,,,,,,,4711063,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711063,,,,,,,,,,,Indigenous Identity,,,2,30,46.1,Reportable,,
CSD Indicators,47,,,,,,,4711063,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711063,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711063,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711064,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711064,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711064,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,,Reportable,,
CSD Indicators,47,,,,,,,4711064,,,,,,,,,,,Immigrant Parent(s),,,4,0,,Reportable,,
CSD Indicators,47,,,,,,,4711064,,,,,,,,,,,Lone Parent,,,5,0,,Reportable,,
CSD Indicators,47,,,,,,,4711065,,,,,,,,,,,Below LIM,,,1,45,9.0,Reportable,,
CSD Indicators,47,,,,,,,4711065,,,,,,,,,,,Indigenous Identity,,,2,40,8.0,Reportable,,
CSD Indicators,47,,,,,,,4711065,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711065,,,,,,,,,,,Immigrant Parent(s),,,4,65,12.871287128712872,Reportable,,
CSD Indicators,47,,,,,,,4711065,,,,,,,,,,,Lone Parent,,,5,25,4.9504950495049505,Reportable,,
CSD Indicators,47,,,,,,,4711066,,,,,,,,,,,Below LIM,,,1,2920,15.6,Reportable,,
CSD Indicators,47,,,,,,,4711066,,,,,,,,,,,Indigenous Identity,,,2,2845,15.2,Reportable,,
CSD Indicators,47,,,,,,,4711066,,,,,,,,,,,Parent(s) Less Than High School,,,3,1100,5.871363757672805,Reportable,,
CSD Indicators,47,,,,,,,4711066,,,,,,,,,,,Immigrant Parent(s),,,4,7150,38.16386442487323,Reportable,,
CSD Indicators,47,,,,,,,4711066,,,,,,,,,,,Lone Parent,,,5,3150,16.813450760608486,Reportable,,
CSD Indicators,47,,,,,,,4711067,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711067,,,,,,,,,,,Indigenous Identity,,,2,15,8.3,Reportable,,
CSD Indicators,47,,,,,,,4711067,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711067,,,,,,,,,,,Immigrant Parent(s),,,4,30,16.666666666666664,Reportable,,
CSD Indicators,47,,,,,,,4711067,,,,,,,,,,,Lone Parent,,,5,10,5.555555555555555,Reportable,,
CSD Indicators,47,,,,,,,4711068,,,,,,,,,,,Below LIM,,,1,95,7.6,Reportable,,
CSD Indicators,47,,,,,,,4711068,,,,,,,,,,,Indigenous Identity,,,2,160,12.9,Reportable,,
CSD Indicators,47,,,,,,,4711068,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711068,,,,,,,,,,,Immigrant Parent(s),,,4,105,8.433734939759036,Reportable,,
CSD Indicators,47,,,,,,,4711068,,,,,,,,,,,Lone Parent,,,5,85,6.827309236947792,Reportable,,
CSD Indicators,47,,,,,,,4711069,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711069,,,,,,,,,,,Indigenous Identity,,,2,20,12.5,Reportable,,
CSD Indicators,47,,,,,,,4711069,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711069,,,,,,,,,,,Immigrant Parent(s),,,4,10,6.25,Reportable,,
CSD Indicators,47,,,,,,,4711069,,,,,,,,,,,Lone Parent,,,5,15,9.375,Reportable,,
CSD Indicators,47,,,,,,,4711070,,,,,,,,,,,Below LIM,,,1,60,6.2,Reportable,,
CSD Indicators,47,,,,,,,4711070,,,,,,,,,,,Indigenous Identity,,,2,110,11.4,Reportable,,
CSD Indicators,47,,,,,,,4711070,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711070,,,,,,,,,,,Immigrant Parent(s),,,4,115,11.979166666666668,Reportable,,
CSD Indicators,47,,,,,,,4711070,,,,,,,,,,,Lone Parent,,,5,115,11.979166666666668,Reportable,,
CSD Indicators,47,,,,,,,4711071,,,,,,,,,,,Below LIM,,,1,,,Suppressed,,
CSD Indicators,47,,,,,,,4711071,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711071,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,,Reportable,,
CSD Indicators,47,,,,,,,4711071,,,,,,,,,,,Immigrant Parent(s),,,4,0,,Reportable,,
CSD Indicators,47,,,,,,,4711071,,,,,,,,,,,Lone Parent,,,5,0,,Reportable,,
CSD Indicators,47,,,,,,,4711072,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711072,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711072,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711072,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711072,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711073,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711073,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711073,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711073,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711073,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711075,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711075,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711075,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711075,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711075,,,,,,,,,,,Lone Parent,,,5,10,9.523809523809524,Reportable,,
CSD Indicators,47,,,,,,,4711076,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711076,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711076,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711076,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711076,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711077,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711077,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711077,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711077,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711077,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711078,,,,,,,,,,,Below LIM,,,1,,,Suppressed,,
CSD Indicators,47,,,,,,,4711078,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711078,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,,Reportable,,
CSD Indicators,47,,,,,,,4711078,,,,,,,,,,,Immigrant Parent(s),,,4,0,,Reportable,,
CSD Indicators,47,,,,,,,4711078,,,,,,,,,,,Lone Parent,,,5,0,,Reportable,,
CSD Indicators,47,,,,,,,4711079,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711079,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711079,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711079,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711079,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711091,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711091,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711091,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711091,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711091,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711092,,,,,,,,,,,Below LIM,,,1,,,Suppressed,,
CSD Indicators,47,,,,,,,4711092,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711092,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,,Reportable,,
CSD Indicators,47,,,,,,,4711092,,,,,,,,,,,Immigrant Parent(s),,,4,0,,Reportable,,
CSD Indicators,47,,,,,,,4711092,,,,,,,,,,,Lone Parent,,,5,0,,Reportable,,
CSD Indicators,47,,,,,,,4711094,,,,,,,,,,,Below LIM,,,1,,,Suppressed,,
CSD Indicators,47,,,,,,,4711094,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711094,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,,Reportable,,
CSD Indicators,47,,,,,,,4711094,,,,,,,,,,,Immigrant Parent(s),,,4,0,,Reportable,,
CSD Indicators,47,,,,,,,4711094,,,,,,,,,,,Lone Parent,,,5,0,,Reportable,,
CSD Indicators,47,,,,,,,4711096,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711096,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711096,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711096,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711096,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4711828,,,,,,,,,,,Below LIM,,,1,20,33.3,Reportable,,
CSD Indicators,47,,,,,,,4711828,,,,,,,,,,,Indigenous Identity,,,2,60,100.0,Reportable,,
CSD Indicators,47,,,,,,,4711828,,,,,,,,,,,Parent(s) Less Than High School,,,3,10,16.666666666666664,Reportable,,
CSD Indicators,47,,,,,,,4711828,,,,,,,,,,,Immigrant Parent(s),,,4,,,Suppressed,,
CSD Indicators,47,,,,,,,4711828,,,,,,,,,,,Lone Parent,,,5,,,Missing,,
CSD Indicators,47,,,,,,,4712001,,,,,,,,,,,Below LIM,,,1,,,Suppressed,,
CSD Indicators,47,,,,,,,4712001,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712001,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,,Reportable,,
CSD Indicators,47,,,,,,,4712001,,,,,,,,,,,Immigrant Parent(s),,,4,0,,Reportable,,
CSD Indicators,47,,,,,,,4712001,,,,,,,,,,,Lone Parent,,,5,0,,Reportable,,
CSD Indicators,47,,,,,,,4712004,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712004,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712004,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712004,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712004,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712006,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712006,,,,,,,,,,,Indigenous Identity,,,2,15,10.0,Reportable,,
CSD Indicators,47,,,,,,,4712006,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712006,,,,,,,,,,,Immigrant Parent(s),,,4,45,30.0,Reportable,,
CSD Indicators,47,,,,,,,4712006,,,,,,,,,,,Lone Parent,,,5,10,6.666666666666667,Reportable,,
CSD Indicators,47,,,,,,,4712008,,,,,,,,,,,Below LIM,,,1,,,Suppressed,,
CSD Indicators,47,,,,,,,4712008,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712008,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,,Reportable,,
CSD Indicators,47,,,,,,,4712008,,,,,,,,,,,Immigrant Parent(s),,,4,0,,Reportable,,
CSD Indicators,47,,,,,,,4712008,,,,,,,,,,,Lone Parent,,,5,0,,Reportable,,
CSD Indicators,47,,,,,,,4712011,,,,,,,,,,,Below LIM,,,1,,,Suppressed,,
CSD Indicators,47,,,,,,,4712011,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712011,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,,Reportable,,
CSD Indicators,47,,,,,,,4712011,,,,,,,,,,,Immigrant Parent(s),,,4,0,,Reportable,,
CSD Indicators,47,,,,,,,4712011,,,,,,,,,,,Lone Parent,,,5,0,,Reportable,,
CSD Indicators,47,,,,,,,4712012,,,,,,,,,,,Below LIM,,,1,,,Suppressed,,
CSD Indicators,47,,,,,,,4712012,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712012,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,,Reportable,,
CSD Indicators,47,,,,,,,4712012,,,,,,,,,,,Immigrant Parent(s),,,4,0,,Reportable,,
CSD Indicators,47,,,,,,,4712012,,,,,,,,,,,Lone Parent,,,5,0,,Reportable,,
CSD Indicators,47,,,,,,,4712014,,,,,,,,,,,Below LIM,,,1,,,Suppressed,,
CSD Indicators,47,,,,,,,4712014,,,,,,,,,,,Indigenous Identity,,,2,,,Suppressed,,
CSD Indicators,47,,,,,,,4712014,,,,,,,,,,,Parent(s) Less Than High School,,,3,,,Suppressed,,
CSD Indicators,47,,,,,,,4712014,,,,,,,,,,,Immigrant Parent(s),,,4,,,Suppressed,,
CSD Indicators,47,,,,,,,4712014,,,,,,,,,,,Lone Parent,,,5,,,Suppressed,,
CSD Indicators,47,,,,,,,4712016,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712016,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712016,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,,Reportable,,
CSD Indicators,47,,,,,,,4712016,,,,,,,,,,,Immigrant Parent(s),,,4,0,,Reportable,,
CSD Indicators,47,,,,,,,4712016,,,,,,,,,,,Lone Parent,,,5,0,,Reportable,,
CSD Indicators,47,,,,,,,4712019,,,,,,,,,,,Below LIM,,,1,,,Suppressed,,
CSD Indicators,47,,,,,,,4712019,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712019,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,,Reportable,,
CSD Indicators,47,,,,,,,4712019,,,,,,,,,,,Immigrant Parent(s),,,4,0,,Reportable,,
CSD Indicators,47,,,,,,,4712019,,,,,,,,,,,Lone Parent,,,5,0,,Reportable,,
CSD Indicators,47,,,,,,,4712020,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712020,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712020,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712020,,,,,,,,,,,Immigrant Parent(s),,,4,35,46.666666666666664,Reportable,,
CSD Indicators,47,,,,,,,4712020,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712022,,,,,,,,,,,Below LIM,,,1,,,Suppressed,,
CSD Indicators,47,,,,,,,4712022,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712022,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,,Reportable,,
CSD Indicators,47,,,,,,,4712022,,,,,,,,,,,Immigrant Parent(s),,,4,0,,Reportable,,
CSD Indicators,47,,,,,,,4712022,,,,,,,,,,,Lone Parent,,,5,0,,Reportable,,
CSD Indicators,47,,,,,,,4712026,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712026,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712026,,,,,,,,,,,Parent(s) Less Than High School,,,3,15,30.0,Reportable,,
CSD Indicators,47,,,,,,,4712026,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712026,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712029,,,,,,,,,,,Below LIM,,,1,,,Suppressed,,
CSD Indicators,47,,,,,,,4712029,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712029,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,,Reportable,,
CSD Indicators,47,,,,,,,4712029,,,,,,,,,,,Immigrant Parent(s),,,4,0,,Reportable,,
CSD Indicators,47,,,,,,,4712029,,,,,,,,,,,Lone Parent,,,5,0,,Reportable,,
CSD Indicators,47,,,,,,,4712031,,,,,,,,,,,Below LIM,,,1,,,Suppressed,,
CSD Indicators,47,,,,,,,4712031,,,,,,,,,,,Indigenous Identity,,,2,,,Suppressed,,
CSD Indicators,47,,,,,,,4712031,,,,,,,,,,,Parent(s) Less Than High School,,,3,,,Suppressed,,
CSD Indicators,47,,,,,,,4712031,,,,,,,,,,,Immigrant Parent(s),,,4,,,Suppressed,,
CSD Indicators,47,,,,,,,4712031,,,,,,,,,,,Lone Parent,,,5,,,Suppressed,,
CSD Indicators,47,,,,,,,4712032,,,,,,,,,,,Below LIM,,,1,,,Suppressed,,
CSD Indicators,47,,,,,,,4712032,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712032,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,,Reportable,,
CSD Indicators,47,,,,,,,4712032,,,,,,,,,,,Immigrant Parent(s),,,4,0,,Reportable,,
CSD Indicators,47,,,,,,,4712032,,,,,,,,,,,Lone Parent,,,5,0,,Reportable,,
CSD Indicators,47,,,,,,,4712034,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712034,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712034,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,,Reportable,,
CSD Indicators,47,,,,,,,4712034,,,,,,,,,,,Immigrant Parent(s),,,4,0,,Reportable,,
CSD Indicators,47,,,,,,,4712034,,,,,,,,,,,Lone Parent,,,5,0,,Reportable,,
CSD Indicators,47,,,,,,,4712038,,,,,,,,,,,Below LIM,,,1,,,Suppressed,,
CSD Indicators,47,,,,,,,4712038,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712038,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,,Reportable,,
CSD Indicators,47,,,,,,,4712038,,,,,,,,,,,Immigrant Parent(s),,,4,0,,Reportable,,
CSD Indicators,47,,,,,,,4712038,,,,,,,,,,,Lone Parent,,,5,0,,Reportable,,
CSD Indicators,47,,,,,,,4712042,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712042,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712042,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712042,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712042,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712046,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712046,,,,,,,,,,,Indigenous Identity,,,2,20,18.2,Reportable,,
CSD Indicators,47,,,,,,,4712046,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712046,,,,,,,,,,,Immigrant Parent(s),,,4,10,9.523809523809524,Reportable,,
CSD Indicators,47,,,,,,,4712046,,,,,,,,,,,Lone Parent,,,5,25,23.809523809523807,Reportable,,
CSD Indicators,47,,,,,,,4712050,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712050,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712050,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,,Reportable,,
CSD Indicators,47,,,,,,,4712050,,,,,,,,,,,Immigrant Parent(s),,,4,0,,Reportable,,
CSD Indicators,47,,,,,,,4712050,,,,,,,,,,,Lone Parent,,,5,0,,Reportable,,
CSD Indicators,47,,,,,,,4712051,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712051,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712051,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712051,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712051,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712052,,,,,,,,,,,Below LIM,,,1,,,Suppressed,,
CSD Indicators,47,,,,,,,4712052,,,,,,,,,,,Indigenous Identity,,,2,,,Suppressed,,
CSD Indicators,47,,,,,,,4712052,,,,,,,,,,,Parent(s) Less Than High School,,,3,,,Suppressed,,
CSD Indicators,47,,,,,,,4712052,,,,,,,,,,,Immigrant Parent(s),,,4,,,Suppressed,,
CSD Indicators,47,,,,,,,4712052,,,,,,,,,,,Lone Parent,,,5,,,Suppressed,,
CSD Indicators,47,,,,,,,4712054,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712054,,,,,,,,,,,Indigenous Identity,,,2,30,21.4,Reportable,,
CSD Indicators,47,,,,,,,4712054,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712054,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712054,,,,,,,,,,,Lone Parent,,,5,20,13.793103448275861,Reportable,,
CSD Indicators,47,,,,,,,4712056,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712056,,,,,,,,,,,Indigenous Identity,,,2,30,46.1,Reportable,,
CSD Indicators,47,,,,,,,4712056,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712056,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712056,,,,,,,,,,,Lone Parent,,,5,10,15.384615384615385,Reportable,,
CSD Indicators,47,,,,,,,4712058,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712058,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712058,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712058,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712058,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712059,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712059,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712059,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712059,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712059,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712064,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712064,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,47,,,,,,,4712064,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,,Reportable,,
CSD Indicators,47,,,,,,,4712064,,,,,,,,,,,Immigrant Parent(s),,,4,0,,Reportable,,
CSD Indicators,47,,,,,,,4712064,,,,,,,,,,,Lone Parent,,,5,0,,Reportable,,
CSD Indicators,47,,,,,,,4712069,,,,,,,,,,,Below LIM,,,1,,,Suppressed,,
CSD Indicators,47,,,,,,,4712069,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
